가조시간(hr),생산자물가,30일평균최저기온,30일평균최고기온,평균 증기압(hPa),연,월,일,30일강우횟수,가격
1940,14.4,0.9467,10.6,20.0,33.0,2021,7,12,2000,4920
1941,14.3,0.9467,10.4,20.0,31.2,2021,7,13,0,5363
1942,14.3,0.9467,10.1,20.5,32.2,2021,7,14,1000,5363
1943,14.3,0.9467,10.7,21.3,30.1,2021,7,15,0,5030
1944,14.3,0.9467,10.9,21.1,30.7,2021,7,16,0,5030
1945,14.3,0.9467,10.9,20.4,27.5,2021,7,17,1000,5030
1946,14.2,0.9467,11.3,21.1,28.8,2021,7,19,0,5030
1947,14.2,0.9467,10.8,20.7,29.7,2021,7,20,0,5030
1948,14.2,0.9467,10.4,20.8,28.8,2021,7,21,0,5030
1949,14.2,0.9467,10.0,20.7,27.2,2021,7,22,3000,4753
1950,14.1,0.9467,10.6,21.8,27.4,2021,7,23,2000,4753
1951,14.1,0.9467,11.4,21.3,27.0,2021,7,24,3000,4753
1952,14.1,0.9467,12.2,20.7,24.2,2021,7,25,3000,4753
1953,14.1,0.9467,11.8,21.4,25.6,2021,7,26,1000,4530
1954,14.0,0.9467,11.5,20.6,25.6,2021,7,27,3000,4753
1955,14.0,0.9467,11.0,20.1,28.0,2021,7,28,2000,4753
1956,14.0,0.9467,11.2,19.3,28.5,2021,7,29,1000,4530
1957,14.0,0.9467,10.0,19.1,28.9,2021,7,30,2000,4530
1958,13.9,1.2727,10.9,19.1,32.6,2021,8,1,0,4530
1959,13.9,1.2727,10.2,18.7,34.1,2021,8,2,2000,4530
1960,13.9,1.2727,10.5,20.0,31.9,2021,8,3,2000,4530
1961,13.8,1.2727,10.8,20.8,30.5,2021,8,4,2000,4530
1962,13.8,1.2727,10.8,21.3,30.8,2021,8,5,2000,4307
1963,13.8,1.2727,10.6,19.6,28.8,2021,8,6,3000,4307
1964,13.7,1.2727,10.7,20.2,28.8,2021,8,7,3000,4307
1965,13.7,1.2727,10.6,20.4,30.3,2021,8,8,1000,4307
1966,13.7,1.2727,10.7,20.3,28.7,2021,8,9,1000,4307
1967,13.7,1.2727,11.0,20.9,29.3,2021,8,10,0,4307
1968,13.6,1.2727,10.0,19.5,28.4,2021,8,11,1000,4307
1969,13.6,1.2727,10.3,20.6,28.6,2021,8,12,0,4307
1970,13.6,1.2727,11.0,22.4,29.3,2021,8,13,1000,4307
1971,13.5,1.2727,12.7,22.4,26.7,2021,8,14,1000,4307
1972,13.5,1.2727,12.3,22.5,26.6,2021,8,15,3000,4307
1973,13.4,1.2727,12.0,21.6,23.5,2021,8,17,4000,4307
1974,13.4,1.2727,12.1,20.6,25.5,2021,8,18,4000,4307
1975,13.4,1.2727,11.9,21.0,24.7,2021,8,19,3000,4307
1976,13.3,1.2727,11.9,20.9,26.0,2021,8,20,2000,4307
1977,13.3,1.2727,11.9,21.5,30.1,2021,8,21,1000,4307
1978,13.3,1.2727,11.9,20.9,29.4,2021,8,22,4000,4307
1979,13.2,1.2727,12.0,20.8,29.6,2021,8,23,2000,4307
1980,13.2,1.2727,11.6,20.8,31.6,2021,8,24,3000,4307
1981,13.2,1.2727,11.5,20.3,31.4,2021,8,25,2000,4307
1982,13.1,1.2727,10.8,19.1,27.6,2021,8,26,3000,4640
1983,13.1,1.2727,11.2,20.0,28.8,2021,8,27,2000,4640
1984,13.1,1.2727,10.7,20.0,26.4,2021,8,28,2000,4640
1985,13.0,1.2727,10.2,20.6,31.8,2021,8,29,1000,4640
1986,13.0,1.2727,11.0,20.6,29.4,2021,8,30,1000,4863
1987,13.0,1.2727,11.2,21.1,30.7,2021,8,31,1000,4863
1988,12.9,1.2663,11.5,21.7,29.9,2021,9,1,2000,4863
1989,12.9,1.2663,11.6,20.8,25.4,2021,9,2,0,5530
1990,12.9,1.2663,11.0,20.6,25.3,2021,9,3,1000,5530
1991,12.8,1.2663,10.9,21.6,25.2,2021,9,4,0,5530
1992,12.8,1.2663,11.5,21.1,23.4,2021,9,5,2000,5530
1993,12.8,1.2663,11.5,21.9,23.4,2021,9,6,2000,5357
1994,12.7,1.2663,10.8,19.8,25.6,2021,9,7,2000,5357
1995,12.7,1.2663,11.2,21.6,22.8,2021,9,8,1000,5357
1996,12.6,1.2663,11.4,21.3,23.5,2021,9,9,3000,4690
1997,12.6,1.2663,11.6,20.6,26.1,2021,9,10,4000,4690
1998,12.6,1.2663,11.8,21.1,25.7,2021,9,11,2000,4690
1999,12.5,1.2663,11.6,19.6,25.5,2021,9,12,2000,4690
2000,12.5,1.2663,12.1,21.0,20.7,2021,9,13,4000,5087
2001,12.5,1.2663,11.8,21.3,23.2,2021,9,14,3000,5087
2002,12.4,1.2663,12.3,21.4,19.0,2021,9,15,2000,5087
2003,12.3,1.2663,11.3,20.7,24.4,2021,9,17,1000,4973
2004,12.3,1.2663,12.2,21.4,23.0,2021,9,18,1000,4973
2005,12.3,1.2663,12.0,21.6,21.9,2021,9,19,1000,4973
2006,12.2,1.2663,11.2,20.2,23.0,2021,9,20,3000,4973
2007,12.2,1.2663,11.5,20.9,25.2,2021,9,21,2000,4973
2008,12.2,1.2663,11.1,21.1,23.6,2021,9,22,1000,4973
2009,12.1,1.2663,11.4,21.3,18.0,2021,9,23,2000,5580
2010,12.1,1.2663,11.5,21.0,18.4,2021,9,24,0,5580
2011,12.1,1.2663,11.9,21.9,20.6,2021,9,25,1000,5580
2012,12.0,1.2663,12.2,21.9,20.6,2021,9,26,0,5580
2013,12.0,1.2663,11.6,20.6,20.5,2021,9,27,0,5580
2014,11.9,1.2663,11.7,21.4,22.9,2021,9,28,1000,5580
2015,11.8,1.3547,11.5,21.1,22.7,2021,10,2,3000,5023
2016,11.8,1.3547,12.2,21.5,22.0,2021,10,3,2000,5023
2017,11.7,1.3547,12.2,21.5,26.6,2021,10,4,1000,5023
2018,11.7,1.3547,11.9,21.8,25.1,2021,10,5,3000,5023
2019,11.7,1.3547,12.4,21.9,23.3,2021,10,6,2000,5023
2020,11.6,1.3547,11.9,20.9,24.3,2021,10,7,3000,5303
2021,11.6,1.3547,11.4,20.9,25.0,2021,10,8,4000,5637
2022,11.6,1.3547,11.9,20.1,24.4,2021,10,9,2000,5637
2023,11.5,1.3547,11.9,19.8,26.9,2021,10,10,2000,5637
2024,11.5,1.3547,11.3,20.4,17.8,2021,10,11,1000,5637
2025,11.4,1.3547,11.6,21.6,19.6,2021,10,12,1000,5637
2026,11.4,1.3547,12.5,22.2,21.3,2021,10,13,5000,5637
2027,11.4,1.3547,12.3,21.9,21.9,2021,10,14,2000,5913
2028,11.3,1.3547,12.1,21.2,19.6,2021,10,15,2000,5913
2029,11.3,1.3547,10.8,20.4,11.3,2021,10,16,3000,5913
2030,11.3,1.3547,11.4,21.6,4.6,2021,10,17,2000,5913
2031,11.2,1.3547,12.5,21.5,7.1,2021,10,18,1000,6360
2032,11.2,1.3547,11.7,21.3,10.7,2021,10,19,2000,6360
2033,11.1,1.3547,11.8,19.4,7.9,2021,10,20,3000,6360
2034,11.1,1.3547,10.7,19.7,9.2,2021,10,21,1000,5803
2035,11.1,1.3547,10.7,19.5,7.8,2021,10,22,0,5803
2036,11.1,1.3547,10.0,19.2,8.1,2021,10,23,1000,5803
2037,11.0,1.3547,10.4,19.9,8.9,2021,10,24,0,5803
2038,11.0,1.3547,11.0,20.4,10.2,2021,10,25,2000,5803
2039,11.0,1.3547,11.9,21.7,10.3,2021,10,26,2000,5803
2040,10.9,1.3547,11.9,21.8,11.1,2021,10,27,1000,5803
2041,10.9,1.3547,11.5,21.5,9.1,2021,10,28,2000,5803
2042,10.7,1.2388,11.2,20.5,10.9,2021,11,2,2000,5803
2043,10.7,1.2388,11.6,20.7,9.8,2021,11,3,3000,5803
2044,10.7,1.2388,11.7,20.9,11.9,2021,11,4,2000,6080
2045,10.6,1.2388,12.1,21.8,11.1,2021,11,5,3000,6080
2046,10.6,1.2388,12.7,22.0,10.1,2021,11,6,4000,6080
2047,10.6,1.2388,11.9,20.8,11.3,2021,11,7,3000,6080
2048,10.5,1.2388,11.0,20.4,11.4,2021,11,8,2000,6080
2049,10.5,1.2388,10.7,19.3,8.7,2021,11,9,5000,6080
2050,10.5,1.2388,10.6,19.2,9.9,2021,11,10,1000,6080
2051,10.4,1.2388,10.7,20.1,10.2,2021,11,11,1000,6080
2052,10.4,1.2388,10.0,20.2,9.0,2021,11,12,1000,6080
2053,10.4,1.2388,10.2,20.6,9.7,2021,11,13,1000,6080
2054,10.4,1.2388,10.5,20.7,10.2,2021,11,14,1000,6080
2055,10.3,1.2388,11.0,20.0,10.4,2021,11,15,0,6080
2056,10.3,1.2388,12.0,20.7,8.5,2021,11,16,2000,6080
2057,10.3,1.2388,12.1,21.2,8.2,2021,11,17,0,6080
2058,10.3,1.2388,11.5,21.1,9.8,2021,11,18,1000,6080
2059,10.2,1.2388,12.0,21.0,11.7,2021,11,19,2000,6080
2060,10.2,1.2388,11.7,21.0,11.9,2021,11,20,2000,6080
2061,10.2,1.2388,11.9,20.4,13.0,2021,11,21,2000,6080
2062,10.2,1.2388,11.7,20.2,7.6,2021,11,22,1000,6080
2063,10.1,1.2388,11.3,21.0,7.9,2021,11,23,2000,6080
2064,10.1,1.2388,12.0,20.6,8.2,2021,11,24,0,6080
2065,10.1,1.2388,11.4,20.1,8.5,2021,11,25,4000,5803
2066,10.1,1.2388,10.9,20.2,5.9,2021,11,26,2000,5803
2067,10.0,1.2388,11.1,20.2,5.7,2021,11,27,2000,5803
2068,10.0,1.2388,11.0,20.2,6.1,2021,11,28,1000,5803
2069,10.0,1.2388,11.4,20.7,7.6,2021,11,29,4000,5803
2070,10.0,1.2388,11.2,21.2,10.0,2021,11,30,2000,5803
2071,10.0,1.8178,11.4,20.4,5.9,2021,12,1,1000,5803
2072,10.0,1.8178,11.1,20.3,5.7,2021,12,2,1000,5527
2073,9.9,1.8178,10.5,20.5,7.1,2021,12,3,2000,5527
2074,9.9,1.8178,10.0,20.1,5.8,2021,12,4,4000,5527
2075,9.9,1.8178,10.6,20.4,6.2,2021,12,5,2000,5527
2076,9.9,1.8178,10.1,20.1,8.3,2021,12,6,1000,5527
2077,9.9,1.8178,9.4,19.2,7.7,2021,12,7,1000,5527
2078,9.9,1.8178,9.5,19.3,7.3,2021,12,8,0,5527
2079,9.9,1.8178,9.9,20.5,8.3,2021,12,9,1000,6083
2080,9.8,1.8178,10.5,20.1,10.4,2021,12,10,0,6250
2081,9.9,1.8178,11.6,21.2,8.9,2021,12,11,1000,6250
2082,9.8,1.8178,11.4,20.7,6.9,2021,12,12,1000,6250
2083,9.8,1.8178,11.5,21.0,3.3,2021,12,13,2000,6250
2084,9.8,1.8178,10.7,20.3,5.3,2021,12,14,3000,6250
2085,9.8,1.8178,11.4,21.5,8.4,2021,12,15,2000,6250
2086,9.8,1.8178,11.6,22.0,9.7,2021,12,16,2000,6360
2087,9.8,1.8178,11.4,21.0,4.9,2021,12,17,0,6360
2088,9.8,1.8178,11.1,20.3,3.6,2021,12,18,2000,6360
2089,9.8,1.8178,11.2,19.4,5.6,2021,12,19,3000,6360
2090,9.8,1.8178,10.9,20.5,6.9,2021,12,20,1000,6360
2091,9.8,1.8178,11.1,21.1,8.1,2021,12,21,2000,6360
2092,9.8,1.8178,11.6,21.4,4.8,2021,12,22,1000,6360
2093,9.8,1.8178,11.1,20.5,4.6,2021,12,23,2000,6637
2094,9.8,1.8178,10.9,19.8,5.5,2021,12,24,2000,6637
2095,9.8,1.8178,10.3,19.1,3.0,2021,12,25,3000,6637
2096,9.8,1.8178,10.0,18.7,2.2,2021,12,26,0,6637
2097,9.8,1.8178,9.8,19.7,3.6,2021,12,27,5000,6637
2098,9.8,1.8178,10.5,20.3,5.3,2021,12,28,2000,6637
2099,9.8,1.8178,10.3,19.0,5.9,2021,12,29,1000,6637
2100,9.8,1.8178,10.2,19.0,4.7,2021,12,30,3000,6917
2101,9.8,1.7188999999999999,10.0,19.2,2.3,2022,1,1,1000,7083
2102,9.9,1.7188999999999999,10.0,18.9,4.4,2022,1,2,2000,7083
2103,9.9,1.7188999999999999,9.6,18.9,4.3,2022,1,3,0,7083
2104,9.9,1.7188999999999999,10.2,19.8,3.7,2022,1,4,2000,7250
2105,9.9,1.7188999999999999,10.4,20.2,2.7,2022,1,5,2000,7250
2106,9.9,1.7188999999999999,10.8,20.1,3.1,2022,1,6,1000,6970
2107,9.9,1.7188999999999999,10.4,18.7,3.4,2022,1,7,1000,6970
2108,9.9,1.7188999999999999,9.5,19.3,4.3,2022,1,8,0,6970
2109,10.0,1.7188999999999999,10.4,20.7,5.7,2022,1,9,2000,6970
2110,10.0,1.7188999999999999,10.6,19.5,5.1,2022,1,10,1000,6970
2111,10.0,1.7188999999999999,11.0,20.2,4.5,2022,1,11,0,6970
2112,10.0,1.7188999999999999,10.6,20.7,3.3,2022,1,12,2000,6970
2113,10.0,1.7188999999999999,10.8,20.3,3.7,2022,1,13,1000,6943
2114,10.0,1.7188999999999999,10.7,19.7,2.7,2022,1,14,0,6943
2115,10.1,1.7188999999999999,10.5,19.9,3.9,2022,1,15,0,6943
2116,10.1,1.7188999999999999,10.2,20.6,4.7,2022,1,16,0,6943
2117,10.1,1.7188999999999999,10.3,19.7,4.0,2022,1,17,2000,6943
2118,10.1,1.7188999999999999,9.8,19.1,2.1,2022,1,18,3000,6943
2119,10.1,1.7188999999999999,10.1,19.6,3.6,2022,1,19,2000,6943
2120,10.2,1.7188999999999999,9.9,20.1,2.8,2022,1,20,0,6943
2121,10.2,1.7188999999999999,10.3,20.4,4.1,2022,1,21,1000,6943
2122,10.2,1.7188999999999999,10.5,20.7,5.8,2022,1,22,1000,6943
2123,10.2,1.7188999999999999,11.5,20.8,6.3,2022,1,23,6000,6943
2124,10.3,1.7188999999999999,11.3,20.2,6.0,2022,1,24,3000,6943
2125,10.3,1.7188999999999999,10.4,20.1,6.5,2022,1,25,2000,6943
2126,10.3,1.7188999999999999,10.4,20.1,4.9,2022,1,26,3000,6943
2127,10.3,1.7188999999999999,10.4,19.4,3.7,2022,1,27,0,7223
2128,10.4,1.7188999999999999,9.3,18.2,3.3,2022,1,28,4000,7223
2129,10.4,1.7188999999999999,10.4,20.0,2.8,2022,1,30,1000,7223
2130,10.4,1.7188999999999999,10.5,19.3,3.7,2022,1,31,1000,7223
2131,10.5,1.9387,9.8,19.5,4.9,2022,2,1,1000,7223
2132,10.5,1.9387,10.1,20.4,3.7,2022,2,2,0,7223
2133,10.5,1.9387,10.5,19.7,2.9,2022,2,3,1000,7223
2134,10.6,1.9387,10.8,20.2,3.5,2022,2,4,3000,7223
2135,10.6,1.9387,10.6,19.7,4.1,2022,2,5,2000,7223
2136,10.6,1.9387,10.0,19.3,4.3,2022,2,6,1000,7223
2137,10.7,1.9387,8.2,17.0,2.9,2022,2,7,1000,7223
2138,10.7,1.9387,9.1,18.1,3.4,2022,2,8,2000,7223
2139,10.7,1.9387,9.2,18.0,4.0,2022,2,9,2000,7223
2140,10.8,1.9387,8.6,18.9,3.6,2022,2,10,1000,6947
2141,10.8,1.9387,8.8,19.1,3.5,2022,2,11,0,6947
2142,10.8,1.9387,9.9,19.0,3.9,2022,2,12,0,6947
2143,10.9,1.9387,9.9,19.0,4.7,2022,2,13,0,6947
2144,10.9,1.9387,9.7,17.6,5.1,2022,2,14,2000,6667
2145,10.9,1.9387,9.2,18.7,3.9,2022,2,15,2000,6667
2146,11.0,1.9387,9.3,18.8,4.1,2022,2,16,1000,6667
2147,11.0,1.9387,8.6,17.7,2.5,2022,2,17,1000,7223
2148,11.0,1.9387,9.4,19.4,3.3,2022,2,18,1000,7223
2149,11.1,1.9387,9.8,19.4,4.0,2022,2,19,2000,7223
2150,11.1,1.9387,10.2,19.3,3.1,2022,2,20,4000,7223
2151,11.1,1.9387,10.3,20.1,3.7,2022,2,21,1000,7223
2152,11.2,1.9387,10.2,19.1,3.0,2022,2,22,3000,7223
2153,11.2,1.9387,9.5,17.7,2.3,2022,2,23,2000,7223
2154,11.2,1.9387,9.0,17.7,3.1,2022,2,24,2000,7223
2155,11.3,1.9387,9.4,18.2,4.9,2022,2,25,1000,6890
2156,11.3,1.9387,10.6,19.8,6.3,2022,2,26,3000,6890
2157,11.4,1.9387,10.3,19.7,3.5,2022,2,27,0,6890
2158,11.4,1.9387,10.6,20.1,4.3,2022,2,28,0,6890
2159,11.4,1.6118000000000001,10.0,20.2,8.8,2022,3,1,1000,6890
2160,11.5,1.6118000000000001,10.7,20.6,4.4,2022,3,2,0,6890
2161,11.5,1.6118000000000001,10.5,20.6,6.4,2022,3,3,1000,6613
2162,11.5,1.6118000000000001,10.8,19.7,8.1,2022,3,4,1000,6613
2163,11.6,1.6118000000000001,10.4,19.6,4.5,2022,3,5,3000,6613
2164,11.6,1.6118000000000001,10.3,20.1,2.9,2022,3,6,3000,6613
2165,11.6,1.6118000000000001,10.4,19.8,3.4,2022,3,7,2000,6780
2166,11.7,1.6118000000000001,9.2,18.0,4.9,2022,3,8,2000,6780
2167,11.7,1.6118000000000001,9.7,18.3,5.7,2022,3,9,2000,6780
2168,11.7,1.6118000000000001,8.7,16.9,6.4,2022,3,10,4000,6780
2169,11.8,1.6118000000000001,9.2,19.0,11.9,2022,3,11,0,6780
2170,11.8,1.6118000000000001,9.3,19.3,14.2,2022,3,12,2000,6780
2171,11.9,1.6118000000000001,9.6,18.9,16.3,2022,3,13,0,6780
2172,11.9,1.6118000000000001,9.5,19.4,13.8,2022,3,14,1000,6780
2173,11.9,1.6118000000000001,9.9,19.1,8.6,2022,3,15,2000,6780
2174,12.0,1.6118000000000001,9.3,19.1,7.8,2022,3,16,3000,6780
2175,12.0,1.6118000000000001,9.1,18.4,10.5,2022,3,17,1000,6220
2176,12.0,1.6118000000000001,9.1,18.8,10.7,2022,3,18,1000,6220
2177,12.1,1.6118000000000001,9.2,19.5,7.9,2022,3,19,2000,6220
2178,12.1,1.6118000000000001,9.6,19.6,7.2,2022,3,20,1000,6220
2179,12.2,1.6118000000000001,9.1,19.1,5.0,2022,3,21,2000,6220
2180,12.2,1.6118000000000001,8.8,18.1,5.0,2022,3,22,2000,6220
2181,12.2,1.6118000000000001,8.4,17.7,6.3,2022,3,23,0,6220
2182,12.3,1.6118000000000001,8.4,18.5,7.1,2022,3,24,3000,6220
2183,12.3,1.6118000000000001,9.2,19.4,13.0,2022,3,25,1000,6220
2184,12.4,1.6118000000000001,10.7,20.0,12.5,2022,3,26,0,6220
2185,12.4,1.6118000000000001,10.1,18.7,6.8,2022,3,27,3000,6220
2186,12.4,1.6118000000000001,9.6,19.1,4.9,2022,3,28,2000,6220
2187,12.6,1.8085,9.7,19.9,7.7,2022,4,1,1000,5943
2188,12.6,1.8085,10.9,19.2,5.5,2022,4,2,1000,5943
2189,12.6,1.8085,10.2,18.1,5.2,2022,4,3,1000,5943
2190,12.7,1.8085,9.8,19.2,5.4,2022,4,4,3000,5943
2191,12.7,1.8085,9.7,18.3,4.7,2022,4,5,1000,5943
2192,12.8,1.8085,10.0,19.1,8.0,2022,4,6,0,5900
2193,12.8,1.8085,9.1,18.7,8.0,2022,4,7,2000,6203
2194,12.8,1.8085,10.2,19.1,6.3,2022,4,8,2000,6203
2195,12.9,1.8085,10.0,18.6,7.5,2022,4,9,3000,6203
2196,12.9,1.8085,9.7,18.9,10.9,2022,4,10,2000,6203
2197,12.9,1.8085,9.2,18.7,18.1,2022,4,11,1000,6203
2198,13.0,1.8085,10.1,19.6,19.1,2022,4,12,0,6203
2199,13.0,1.8085,10.1,19.5,19.3,2022,4,13,1000,6203
2200,13.0,1.8085,9.6,20.3,13.4,2022,4,14,3000,5927
2201,13.1,1.8085,9.7,19.4,9.1,2022,4,15,3000,5927
2202,13.1,1.8085,9.6,18.6,6.3,2022,4,16,2000,5927
2203,13.1,1.8085,9.5,18.5,5.6,2022,4,17,1000,5927
2204,13.2,1.8085,9.7,19.7,5.3,2022,4,18,1000,5927
2205,13.2,1.8085,9.2,19.3,5.3,2022,4,19,2000,5927
2206,13.2,1.8085,10.1,19.8,6.7,2022,4,20,2000,5947
2207,13.3,1.8085,9.1,19.7,9.1,2022,4,21,2000,5947
2208,13.3,1.8085,9.7,19.7,14.3,2022,4,22,1000,5893
2209,13.3,1.8085,9.6,18.5,16.3,2022,4,23,3000,5893
2210,13.4,1.8085,9.4,19.4,17.8,2022,4,24,3000,5893
2211,13.4,1.8085,8.9,18.3,17.6,2022,4,25,0,5893
2212,13.5,1.8085,9.9,19.5,20.1,2022,4,26,1000,5893
2213,13.5,1.8085,9.8,18.9,10.0,2022,4,27,0,5893
2214,13.5,1.8085,9.6,19.2,12.3,2022,4,28,4000,5617
2215,13.5,1.8085,9.6,19.1,13.4,2022,4,29,3000,5340
2216,13.6,1.8085,9.9,19.2,11.3,2022,4,30,1000,5340
2217,13.6,1.4062000000000001,10.0,20.3,7.8,2022,5,1,0,5340
2218,13.6,1.4062000000000001,10.4,20.5,7.9,2022,5,2,2000,5340
2219,13.7,1.4062000000000001,9.8,19.4,7.7,2022,5,3,1000,5340
2220,13.7,1.4062000000000001,9.7,19.0,10.0,2022,5,4,1000,5340
2221,13.7,1.4062000000000001,9.8,19.4,13.1,2022,5,5,1000,5340
2222,13.8,1.4062000000000001,10.7,19.4,14.9,2022,5,6,0,5893
2223,13.8,1.4062000000000001,10.2,19.9,13.9,2022,5,7,1000,5893
2224,13.8,1.4062000000000001,8.6,18.9,11.1,2022,5,8,1000,5893
2225,13.8,1.4062000000000001,10.3,19.6,14.0,2022,5,9,0,5893
2226,13.9,1.4062000000000001,9.8,19.5,11.7,2022,5,10,1000,5833
2227,13.9,1.4062000000000001,9.4,20.0,14.1,2022,5,11,1000,5833
2228,13.9,1.4062000000000001,9.7,19.6,15.9,2022,5,12,1000,5833
2229,14.0,1.4062000000000001,9.4,18.5,14.2,2022,5,13,2000,5833
2230,14.0,1.4062000000000001,8.9,19.3,7.4,2022,5,14,1000,5833
2231,14.0,1.4062000000000001,10.1,20.3,6.8,2022,5,15,3000,5833
2232,14.0,1.4062000000000001,10.0,19.5,7.6,2022,5,16,3000,5833
2233,14.1,1.4062000000000001,9.6,19.2,11.7,2022,5,17,2000,5557
2234,14.1,1.4062000000000001,10.1,19.8,10.4,2022,5,18,2000,5557
2235,14.1,1.4062000000000001,10.1,20.2,9.7,2022,5,19,1000,5440
2236,14.1,1.4062000000000001,9.9,19.6,14.0,2022,5,20,0,5550
2237,14.2,1.4062000000000001,9.4,18.1,16.2,2022,5,21,2000,5550
2238,14.2,1.4062000000000001,9.5,18.9,17.2,2022,5,22,0,5550
2239,14.2,1.4062000000000001,9.0,19.6,15.5,2022,5,23,0,5550
2240,14.2,1.4062000000000001,10.0,20.9,13.8,2022,5,24,2000,5550
2241,14.3,1.4062000000000001,10.2,19.2,16.0,2022,5,25,1000,5520
2242,14.3,1.4062000000000001,10.4,19.6,13.1,2022,5,26,3000,4803
2243,14.3,1.4062000000000001,9.9,19.6,15.6,2022,5,27,2000,4803
2244,14.3,1.4062000000000001,10.3,19.2,15.2,2022,5,28,1000,4803
2245,14.3,1.4062000000000001,10.1,19.2,16.9,2022,5,29,3000,4803
2246,14.3,1.4062000000000001,10.2,19.9,21.2,2022,5,30,4000,4803
2247,14.4,1.2233,10.5,19.8,12.1,2022,6,1,4000,4803
2248,14.4,1.2233,10.2,19.2,19.8,2022,6,2,1000,3473
2249,14.4,1.2233,10.1,19.7,19.0,2022,6,3,2000,3737
2250,14.4,1.2233,9.5,19.5,14.6,2022,6,4,0,3737
2251,14.4,1.2233,9.9,18.9,19.5,2022,6,5,2000,3737
2252,14.4,1.2233,9.8,20.1,20.2,2022,6,6,0,3737
2253,14.5,1.2233,10.7,20.6,19.2,2022,6,7,1000,3737
2254,14.5,1.2233,10.5,20.8,18.9,2022,6,8,0,3737
2255,14.5,1.2233,9.8,19.9,19.1,2022,6,9,2000,4733
2256,14.5,1.2233,9.8,19.3,18.9,2022,6,10,2000,4733
2257,14.5,1.2233,9.4,20.0,21.2,2022,6,11,3000,4733
2258,14.5,1.2233,10.3,20.4,23.2,2022,6,12,1000,4733
2259,14.5,1.2233,11.1,20.1,18.3,2022,6,13,2000,4733
2260,14.5,1.2233,11.1,20.7,19.8,2022,6,14,2000,4400
2261,14.5,1.2233,10.1,19.5,22.2,2022,6,15,0,4400
2262,14.5,1.2233,9.5,19.6,20.0,2022,6,16,1000,4680
2263,14.5,1.2233,8.9,19.1,25.2,2022,6,17,1000,4680
2264,14.5,1.2233,10.4,20.7,25.5,2022,6,18,1000,4680
2265,14.5,1.2233,10.9,20.9,27.6,2022,6,19,2000,4680
2266,14.5,1.2233,11.0,21.4,28.1,2022,6,20,0,4513
2267,14.5,1.2233,10.6,18.6,29.5,2022,6,21,1000,4513
2268,14.5,1.2233,10.0,19.3,27.7,2022,6,22,2000,4513
2269,14.5,1.2233,9.6,19.3,31.3,2022,6,23,0,4580
2270,14.5,1.2233,10.3,20.4,29.3,2022,6,24,0,4580
2271,14.5,1.2233,10.4,20.9,31.4,2022,6,25,3000,4580
2272,14.5,1.2233,10.7,20.4,32.9,2022,6,26,1000,4580
2273,14.5,1.2233,10.4,19.6,33.5,2022,6,27,2000,3863
2274,14.5,1.2233,10.1,20.7,32.0,2022,6,28,3000,3863
2275,14.5,1.2233,10.6,20.1,33.9,2022,6,29,1000,3780
2276,14.5,1.2233,10.5,20.7,33.2,2022,6,30,1000,3263
2277,14.5,1.1651,10.8,21.7,28.6,2022,7,1,1000,3263
2278,14.5,1.1651,11.2,21.2,29.1,2022,7,2,4000,3263
2279,14.5,1.1651,10.6,20.4,29.2,2022,7,3,1000,3263
2280,14.5,1.1651,11.0,19.6,32.7,2022,7,4,1000,3780
2281,14.5,1.1651,10.3,19.5,33.6,2022,7,5,1000,3780
2282,14.4,1.1651,10.4,20.3,33.3,2022,7,6,1000,3780
2283,14.4,1.1651,10.7,20.1,34.4,2022,7,7,1000,3780
2284,14.4,1.1651,10.4,20.0,33.5,2022,7,8,2000,3780
2285,14.4,1.1651,10.2,19.9,31.0,2022,7,9,2000,3780
2286,14.4,1.1651,10.0,19.6,32.2,2022,7,10,0,3780
2287,14.4,1.1651,9.7,20.4,32.9,2022,7,11,1000,3780
2288,14.4,1.1651,9.4,19.2,32.9,2022,7,12,2000,3780
2289,14.3,1.1651,10.9,20.8,31.1,2022,7,13,3000,3780
2290,14.3,1.1651,11.1,20.6,31.9,2022,7,14,2000,3790
2291,14.3,1.1651,11.1,21.2,27.7,2022,7,15,4000,3790
2292,14.3,1.1651,11.6,21.4,27.2,2022,7,16,2000,3790
2293,14.3,1.1651,10.8,20.0,32.1,2022,7,17,4000,3790
2294,14.3,1.1651,10.8,20.9,29.0,2022,7,18,0,4040
2295,14.2,1.1651,11.5,20.2,29.4,2022,7,19,3000,4083
2296,14.2,1.1651,11.3,20.3,28.7,2022,7,20,2000,4083
2297,14.2,1.1651,10.9,20.6,29.7,2022,7,21,0,5837
2298,14.2,1.1651,10.2,19.7,27.7,2022,7,22,2000,5920
2299,14.1,1.1651,10.3,19.6,28.6,2022,7,23,1000,5920
2300,14.1,1.1651,11.0,20.2,29.3,2022,7,24,2000,5920
2301,14.1,1.1651,10.8,20.5,30.6,2022,7,25,2000,6020
2302,14.1,1.1651,11.3,20.7,30.9,2022,7,26,2000,6020
2303,14.1,1.1651,11.2,21.6,28.4,2022,7,27,1000,6020
2304,14.0,1.1651,12.4,21.2,30.2,2022,7,28,3000,6020
2305,14.0,1.1651,11.8,20.3,32.2,2022,7,29,0,6103
2306,14.0,1.1651,11.3,21.5,32.6,2022,7,30,1000,6103
2307,13.9,1.4423,10.8,19.7,36.3,2022,8,1,2000,6103
